"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000133032","Gm75135","predicted gene, 75135 [Source:MGI Symbol;Acc:MGI:7832998]"
"ENSMUSG00000133044","Gm39772","predicted gene, 39772 [Source:MGI Symbol;Acc:MGI:5622657]"
"ENSMUSG00000133045","Gm75136","predicted gene, 75136 [Source:MGI Symbol;Acc:MGI:7833000]"
"ENSMUSG00000133046","Gm75137","predicted gene, 75137 [Source:MGI Symbol;Acc:MGI:7833002]"
"ENSMUSG00000133060","Gm75139","predicted gene, 75139 [Source:MGI Symbol;Acc:MGI:7833006]"
"ENSMUSG00000133573","Gm72964","predicted gene, 72964 [Source:MGI Symbol;Acc:MGI:7828688]"
"ENSMUSG00000133088","Gm38598","predicted gene, 38598 [Source:MGI Symbol;Acc:MGI:5621483]"
"ENSMUSG00000108360","Gm36159","predicted gene, 36159 [Source:MGI Symbol;Acc:MGI:5595318]"
"ENSMUSG00000135415","Gm73713","predicted gene, 73713 [Source:MGI Symbol;Acc:MGI:7830176]"
"ENSMUSG00000135451","Gm73716","predicted gene, 73716 [Source:MGI Symbol;Acc:MGI:7830182]"
"ENSMUSG00000126357","Gm72320","predicted gene, 72320 [Source:MGI Symbol;Acc:MGI:7827406]"
"ENSMUSG00000139017","Gm73555","predicted gene, 73555 [Source:MGI Symbol;Acc:MGI:7829866]"
"ENSMUSG00000130233","Gm74480","predicted gene, 74480 [Source:MGI Symbol;Acc:MGI:7831691]"
"ENSMUSG00000046223","Plaur","plasminogen activator, urokinase receptor [Source:MGI Symbol;Acc:MGI:97612]"
"ENSMUSG00000121986","Gm74479","predicted gene, 74479 [Source:MGI Symbol;Acc:MGI:7831690]"
"ENSMUSG00000051832","E230016K23Rik","RIKEN cDNA E230016K23 gene [Source:MGI Symbol;Acc:MGI:3041204]"
"ENSMUSG00000133091","Gm75140","predicted gene, 75140 [Source:MGI Symbol;Acc:MGI:7833008]"
"ENSMUSG00000133092","Gm75141","predicted gene, 75141 [Source:MGI Symbol;Acc:MGI:7833010]"
"ENSMUSG00000130922","Gm38933","predicted gene, 38933 [Source:MGI Symbol;Acc:MGI:5621818]"
"ENSMUSG00000130956","Gm73004","predicted gene, 73004 [Source:MGI Symbol;Acc:MGI:7828768]"
"ENSMUSG00000133097","Gm75143","predicted gene, 75143 [Source:MGI Symbol;Acc:MGI:7833014]"
"ENSMUSG00000120024","Gm53692","predicted gene, 53692 [Source:MGI Symbol;Acc:MGI:6722429]"
"ENSMUSG00000133109","Gm36389","predicted gene, 36389 [Source:MGI Symbol;Acc:MGI:5595548]"
"ENSMUSG00000054793","Cadm4","cell adhesion molecule 4 [Source:MGI Symbol;Acc:MGI:2449088]"
"ENSMUSG00000133804","Gm51868","predicted gene, 51868 [Source:MGI Symbol;Acc:MGI:6365731]"
"ENSMUSG00000128124","Gm72584","predicted gene, 72584 [Source:MGI Symbol;Acc:MGI:7827930]"
"ENSMUSG00000129346","Gm74468","predicted gene, 74468 [Source:MGI Symbol;Acc:MGI:7831670]"
"ENSMUSG00000083163","Gm11429","predicted gene 11429 [Source:MGI Symbol;Acc:MGI:3649772]"
"ENSMUSG00000069792","Wfdc17","WAP four-disulfide core domain 17 [Source:MGI Symbol;Acc:MGI:3649773]"
"ENSMUSG00000000983","Wfdc18","WAP four-disulfide core domain 18 [Source:MGI Symbol;Acc:MGI:107506]"
"ENSMUSG00000064264","Zfp428","zinc finger protein 428 [Source:MGI Symbol;Acc:MGI:1916463]"
"ENSMUSG00000133117","1700016C23Rik","RIKEN cDNA 1700016C23 gene [Source:MGI Symbol;Acc:MGI:1924181]"
"ENSMUSG00000139280","Gm74127","predicted gene, 74127 [Source:MGI Symbol;Acc:MGI:7830996]"
"ENSMUSG00000133127","Gm75144","predicted gene, 75144 [Source:MGI Symbol;Acc:MGI:7833016]"
"ENSMUSG00000139323","Gm74130","predicted gene, 74130 [Source:MGI Symbol;Acc:MGI:7831002]"
"ENSMUSG00000133128","Gm75145","predicted gene, 75145 [Source:MGI Symbol;Acc:MGI:7833018]"
"ENSMUSG00000051748","Wfdc21","WAP four-disulfide core domain 21 [Source:MGI Symbol;Acc:MGI:1913357]"
"ENSMUSG00000133132","Gm75146","predicted gene, 75146 [Source:MGI Symbol;Acc:MGI:7833020]"
"ENSMUSG00000133138","Gm75148","predicted gene, 75148 [Source:MGI Symbol;Acc:MGI:7833024]"
"ENSMUSG00000133166","Gm75149","predicted gene, 75149 [Source:MGI Symbol;Acc:MGI:7833026]"
"ENSMUSG00000120523","Gm57372","predicted gene, 57372 [Source:MGI Symbol;Acc:MGI:7338657]"
"ENSMUSG00000117477","Gm50092","predicted gene, 50092 [Source:MGI Symbol;Acc:MGI:6275428]"
"ENSMUSG00000118544","Gm53033","predicted gene, 53033 [Source:MGI Symbol;Acc:MGI:6388926]"
"ENSMUSG00000133182","Gm35433","predicted gene, 35433 [Source:MGI Symbol;Acc:MGI:5594592]"
"ENSMUSG00000134949","Gm74251","predicted gene, 74251 [Source:MGI Symbol;Acc:MGI:7831240]"
"ENSMUSG00000000976","Heatr6","HEAT repeat containing 6 [Source:MGI Symbol;Acc:MGI:1919790]"
"ENSMUSG00000041037","Irgq","immunity-related GTPase family, Q [Source:MGI Symbol;Acc:MGI:2667176]"
"ENSMUSG00000133231","Gm39833","predicted gene, 39833 [Source:MGI Symbol;Acc:MGI:5622718]"
"ENSMUSG00000011632","Pinlyp","phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:MGI Symbol;Acc:MGI:3615324]"
"ENSMUSG00000133238","Gm75150","predicted gene, 75150 [Source:MGI Symbol;Acc:MGI:7833028]"
"ENSMUSG00000051768","Xrcc1","X-ray repair complementing defective repair in Chinese hamster cells 1 [Source:MGI Symbol;Acc:MGI:99137]"
"ENSMUSG00000133273","Gm75151","predicted gene, 75151 [Source:MGI Symbol;Acc:MGI:7833030]"
"ENSMUSG00000133278","Gm75152","predicted gene, 75152 [Source:MGI Symbol;Acc:MGI:7833032]"
"ENSMUSG00000133293","Gm75153","predicted gene, 75153 [Source:MGI Symbol;Acc:MGI:7833034]"
"ENSMUSG00000133304","Gm75154","predicted gene, 75154 [Source:MGI Symbol;Acc:MGI:7833036]"
"ENSMUSG00000133319","Gm75155","predicted gene, 75155 [Source:MGI Symbol;Acc:MGI:7833038]"
"ENSMUSG00000133332","Gm31729","predicted gene, 31729 [Source:MGI Symbol;Acc:MGI:5590888]"
"ENSMUSG00000133348","Gm75156","predicted gene, 75156 [Source:MGI Symbol;Acc:MGI:7833040]"
"ENSMUSG00000133350","Gm75157","predicted gene, 75157 [Source:MGI Symbol;Acc:MGI:7833042]"
"ENSMUSG00000133360","Gm75158","predicted gene, 75158 [Source:MGI Symbol;Acc:MGI:7833044]"
"ENSMUSG00000133383","Gm75159","predicted gene, 75159 [Source:MGI Symbol;Acc:MGI:7833046]"
"ENSMUSG00000133393","Gm75160","predicted gene, 75160 [Source:MGI Symbol;Acc:MGI:7833048]"
"ENSMUSG00000133411","Gm75161","predicted gene, 75161 [Source:MGI Symbol;Acc:MGI:7833050]"
"ENSMUSG00000086416","Gm14002","predicted gene 14002 [Source:MGI Symbol;Acc:MGI:3650401]"
"ENSMUSG00000133444","Gm75162","predicted gene, 75162 [Source:MGI Symbol;Acc:MGI:7833052]"
"ENSMUSG00002075093","Gm56156","predicted gene, 56156 [Source:MGI Symbol;Acc:MGI:6848770]"
"ENSMUSG00000133467","Gm75163","predicted gene, 75163 [Source:MGI Symbol;Acc:MGI:7833054]"
"ENSMUSG00000127179","Gm72453","predicted gene, 72453 [Source:MGI Symbol;Acc:MGI:7827670]"
"ENSMUSG00000133472","Gm31852","predicted gene, 31852 [Source:MGI Symbol;Acc:MGI:5591011]"
"ENSMUSG00000136174","Gm73806","predicted gene, 73806 [Source:MGI Symbol;Acc:MGI:7830358]"
"ENSMUSG00000084933","Gm13962","predicted gene 13962 [Source:MGI Symbol;Acc:MGI:3650830]"
"ENSMUSG00000141411","Gm74301","predicted gene, 74301 [Source:MGI Symbol;Acc:MGI:7831340]"
"ENSMUSG00000137395","Gm51887","predicted gene, 51887 [Source:MGI Symbol;Acc:MGI:6365766]"
"ENSMUSG00000120653","Gm57427","predicted gene, 57427 [Source:MGI Symbol;Acc:MGI:7338767]"
"ENSMUSG00000073073","Gm8098","predicted gene 8098 [Source:MGI Symbol;Acc:MGI:3645749]"
"ENSMUSG00000133509","Gm52536","predicted gene, 52536 [Source:MGI Symbol;Acc:MGI:6366792]"
"ENSMUSG00000133540","Gm75165","predicted gene, 75165 [Source:MGI Symbol;Acc:MGI:7833058]"
"ENSMUSG00000133547","Gm75166","predicted gene, 75166 [Source:MGI Symbol;Acc:MGI:7833060]"
"ENSMUSG00000087519","AV039307","expressed sequence AV039307 [Source:MGI Symbol;Acc:MGI:2139243]"
"ENSMUSG00000132519","Gm73279","predicted gene, 73279 [Source:MGI Symbol;Acc:MGI:7829316]"
"ENSMUSG00000040919","Cimip6","ciliary microtubule inner protein 6 [Source:MGI Symbol;Acc:MGI:1922337]"
"ENSMUSG00000066721","Zfp575","zinc finger protein 575 [Source:MGI Symbol;Acc:MGI:2141921]"
"ENSMUSG00000064254","Ethe1","ethylmalonic encephalopathy 1 [Source:MGI Symbol;Acc:MGI:1913321]"
"ENSMUSG00000060923","Acyp2","acylphosphatase 2, muscle type [Source:MGI Symbol;Acc:MGI:1922822]"
"ENSMUSG00000081712","Gm12096","predicted gene 12096 [Source:MGI Symbol;Acc:MGI:3651583]"
"ENSMUSG00000082078","Gm12098","predicted gene 12098 [Source:MGI Symbol;Acc:MGI:3651581]"
"ENSMUSG00000074277","Phldb3","pleckstrin homology like domain, family B, member 3 [Source:MGI Symbol;Acc:MGI:3642959]"
"ENSMUSG00000081887","Gm12097","predicted gene 12097 [Source:MGI Symbol;Acc:MGI:3651582]"
"ENSMUSG00000083655","Gm12099","predicted gene 12099 [Source:MGI Symbol;Acc:MGI:3651579]"
"ENSMUSG00000087474","Gm12100","predicted gene 12100 [Source:MGI Symbol;Acc:MGI:3651586]"
"ENSMUSG00000083990","Gm12101","predicted gene 12101 [Source:MGI Symbol;Acc:MGI:3651193]"
"ENSMUSG00000119957","Gm57374","predicted gene, 57374 [Source:MGI Symbol;Acc:MGI:7338661]"
"ENSMUSG00000040850","Psme4","proteasome (prosome, macropain) activator subunit 4 [Source:MGI Symbol;Acc:MGI:2143994]"
"ENSMUSG00000097215","Gm26550","predicted gene, 26550 [Source:MGI Symbol;Acc:MGI:5477044]"
"ENSMUSG00000057454","Lypd3","Ly6/Plaur domain containing 3 [Source:MGI Symbol;Acc:MGI:1919684]"
"ENSMUSG00000108470","Gm4598","predicted gene 4598 [Source:MGI Symbol;Acc:MGI:3782781]"
"ENSMUSG00000108787","2200007N16Rik","RIKEN cDNA 2200007N16 gene [Source:MGI Symbol;Acc:MGI:1925735]"
"ENSMUSG00000133648","Gm75167","predicted gene, 75167 [Source:MGI Symbol;Acc:MGI:7833062]"
"ENSMUSG00000133659","Gm75168","predicted gene, 75168 [Source:MGI Symbol;Acc:MGI:7833064]"
"ENSMUSG00000133661","Gm75169","predicted gene, 75169 [Source:MGI Symbol;Acc:MGI:7833066]"
"ENSMUSG00000133664","Gm75170","predicted gene, 75170 [Source:MGI Symbol;Acc:MGI:7833068]"
"ENSMUSG00000120007","Gm17619","predicted gene, 17619 [Source:MGI Symbol;Acc:MGI:4937253]"
"ENSMUSG00000133691","Gm75171","predicted gene, 75171 [Source:MGI Symbol;Acc:MGI:7833070]"
"ENSMUSG00000133721","Gm75173","predicted gene, 75173 [Source:MGI Symbol;Acc:MGI:7833074]"
"ENSMUSG00000133727","Gm75174","predicted gene, 75174 [Source:MGI Symbol;Acc:MGI:7833076]"
"ENSMUSG00000133731","Gm75175","predicted gene, 75175 [Source:MGI Symbol;Acc:MGI:7833078]"
"ENSMUSG00000133746","Gm30319","predicted gene, 30319 [Source:MGI Symbol;Acc:MGI:5589478]"
"ENSMUSG00000133752","Gm75176","predicted gene, 75176 [Source:MGI Symbol;Acc:MGI:7833080]"
"ENSMUSG00000133757","Gm75177","predicted gene, 75177 [Source:MGI Symbol;Acc:MGI:7833082]"
"ENSMUSG00000133831","Gm75179","predicted gene, 75179 [Source:MGI Symbol;Acc:MGI:7833086]"
"ENSMUSG00000133833","Gm33540","predicted gene, 33540 [Source:MGI Symbol;Acc:MGI:5592699]"
"ENSMUSG00000133843","Gm75180","predicted gene, 75180 [Source:MGI Symbol;Acc:MGI:7833088]"
"ENSMUSG00000087069","Gm13793","predicted gene 13793 [Source:MGI Symbol;Acc:MGI:3652243]"
"ENSMUSG00000133880","Gm75181","predicted gene, 75181 [Source:MGI Symbol;Acc:MGI:7833090]"
"ENSMUSG00000085929","Gm13421","predicted gene 13421 [Source:MGI Symbol;Acc:MGI:3649922]"
"ENSMUSG00000133896","Gm75182","predicted gene, 75182 [Source:MGI Symbol;Acc:MGI:7833092]"
"ENSMUSG00000133982","Gm75183","predicted gene, 75183 [Source:MGI Symbol;Acc:MGI:7833094]"
"ENSMUSG00000084840","Gm11468","predicted gene 11468 [Source:MGI Symbol;Acc:MGI:3649218]"
"ENSMUSG00000084816","Platr29","pluripotency associated transcript 29 [Source:MGI Symbol;Acc:MGI:3650001]"
"ENSMUSG00000134015","Gm52577","predicted gene, 52577 [Source:MGI Symbol;Acc:MGI:6366871]"
"ENSMUSG00000086714","0610009E02Rik","RIKEN cDNA 0610009E02 gene [Source:MGI Symbol;Acc:MGI:3698435]"
"ENSMUSG00000129955","Gm72811","predicted gene, 72811 [Source:MGI Symbol;Acc:MGI:7828384]"
"ENSMUSG00000086986","Gm12103","predicted gene 12103 [Source:MGI Symbol;Acc:MGI:3651382]"
"ENSMUSG00000043999","Gpr75","G protein-coupled receptor 75 [Source:MGI Symbol;Acc:MGI:2441843]"
"ENSMUSG00000084146","Gm12104","predicted gene 12104 [Source:MGI Symbol;Acc:MGI:3650164]"
"ENSMUSG00000020311","Erlec1","endoplasmic reticulum lectin 1 [Source:MGI Symbol;Acc:MGI:1914003]"
"ENSMUSG00000134028","Gm75184","predicted gene, 75184 [Source:MGI Symbol;Acc:MGI:7833096]"
"ENSMUSG00000134046","Gm75185","predicted gene, 75185 [Source:MGI Symbol;Acc:MGI:7833098]"
"ENSMUSG00000134072","Gm75186","predicted gene, 75186 [Source:MGI Symbol;Acc:MGI:7833100]"
"ENSMUSG00000134108","Gm39909","predicted gene, 39909 [Source:MGI Symbol;Acc:MGI:5622794]"
"ENSMUSG00000134116","Gm75187","predicted gene, 75187 [Source:MGI Symbol;Acc:MGI:7833102]"
"ENSMUSG00000086687","4930547E08Rik","RIKEN cDNA 4930547E08 gene [Source:MGI Symbol;Acc:MGI:1925281]"
"ENSMUSG00000134140","Gm75188","predicted gene, 75188 [Source:MGI Symbol;Acc:MGI:7833104]"
"ENSMUSG00000020309","Chac2","ChaC, cation transport regulator 2 [Source:MGI Symbol;Acc:MGI:1915294]"
"ENSMUSG00000134142","Gm75189","predicted gene, 75189 [Source:MGI Symbol;Acc:MGI:7833106]"
"ENSMUSG00000134152","Gm75190","predicted gene, 75190 [Source:MGI Symbol;Acc:MGI:7833108]"
"ENSMUSG00000134154","Gm75191","predicted gene, 75191 [Source:MGI Symbol;Acc:MGI:7833110]"
"ENSMUSG00000134176","Gm75193","predicted gene, 75193 [Source:MGI Symbol;Acc:MGI:7833114]"
"ENSMUSG00000082213","Gm12102","predicted gene 12102 [Source:MGI Symbol;Acc:MGI:3651380]"
"ENSMUSG00000084936","Gm11583","predicted gene 11583 [Source:MGI Symbol;Acc:MGI:3705153]"
"ENSMUSG00000121496","Ube2d-ps","ubiquitin-conjugating enzyme E2D, pseudogene [Source:MGI Symbol;Acc:MGI:1913774]"
"ENSMUSG00000134209","Gm75194","predicted gene, 75194 [Source:MGI Symbol;Acc:MGI:7833116]"
"ENSMUSG00000074813","Morrbid","myeloid RNA regulator of BCL2L11 induced cell death [Source:MGI Symbol;Acc:MGI:3652191]"
"ENSMUSG00000140653","Gm5782","predicted gene 5782 [Source:MGI Symbol;Acc:MGI:3646984]"
"ENSMUSG00000135571","Gm73722","predicted gene, 73722 [Source:MGI Symbol;Acc:MGI:7830194]"
"ENSMUSG00000020415","Pttg1","pituitary tumor-transforming gene 1 [Source:MGI Symbol;Acc:MGI:1353578]"
"ENSMUSG00000134250","Gm75196","predicted gene, 75196 [Source:MGI Symbol;Acc:MGI:7833120]"
"ENSMUSG00000109877","Gm45609","predicted gene 45609 [Source:MGI Symbol;Acc:MGI:5791445]"
"ENSMUSG00000134283","Gm75197","predicted gene, 75197 [Source:MGI Symbol;Acc:MGI:7833122]"
"ENSMUSG00000134290","Gm75198","predicted gene, 75198 [Source:MGI Symbol;Acc:MGI:7833124]"
"ENSMUSG00000120522","Gm54109","predicted gene, 54109 [Source:MGI Symbol;Acc:MGI:6723243]"
"ENSMUSG00000134301","Gm75199","predicted gene, 75199 [Source:MGI Symbol;Acc:MGI:7833126]"
"ENSMUSG00000134327","Gm75200","predicted gene, 75200 [Source:MGI Symbol;Acc:MGI:7833128]"
"ENSMUSG00000074783","AU019990","expressed sequence AU019990 [Source:MGI Symbol;Acc:MGI:3034641]"
"ENSMUSG00000020409","Slu7","SLU7 splicing factor homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2385598]"
"ENSMUSG00000085750","Gm14009","predicted gene 14009 [Source:MGI Symbol;Acc:MGI:3652195]"
"ENSMUSG00000134363","Gm75201","predicted gene, 75201 [Source:MGI Symbol;Acc:MGI:7833130]"
"ENSMUSG00000134365","Gm39774","predicted gene, 39774 [Source:MGI Symbol;Acc:MGI:5622659]"
"ENSMUSG00000134371","Gm75202","predicted gene, 75202 [Source:MGI Symbol;Acc:MGI:7833132]"
"ENSMUSG00000134388","Gm75203","predicted gene, 75203 [Source:MGI Symbol;Acc:MGI:7833134]"
"ENSMUSG00000079053","Gm14010","predicted gene 14010 [Source:MGI Symbol;Acc:MGI:3649271]"
"ENSMUSG00000134408","Gm75204","predicted gene, 75204 [Source:MGI Symbol;Acc:MGI:7833136]"
"ENSMUSG00000086701","Gm13595","predicted gene 13595 [Source:MGI Symbol;Acc:MGI:3650913]"
"ENSMUSG00000134436","Gm46771","predicted gene, 46771 [Source:MGI Symbol;Acc:MGI:5826408]"
"ENSMUSG00000134441","Gm75206","predicted gene, 75206 [Source:MGI Symbol;Acc:MGI:7833140]"
"ENSMUSG00000134455","Gm75207","predicted gene, 75207 [Source:MGI Symbol;Acc:MGI:7833142]"
"ENSMUSG00000134464","Gm75209","predicted gene, 75209 [Source:MGI Symbol;Acc:MGI:7833146]"
"ENSMUSG00000134478","Gm75210","predicted gene, 75210 [Source:MGI Symbol;Acc:MGI:7833148]"
"ENSMUSG00000086141","9030622O22Rik","RIKEN cDNA 9030622O22 gene [Source:MGI Symbol;Acc:MGI:1918820]"
"ENSMUSG00000144295","","family with sequence similarity 200 member C (Fam200C) pseudogene"
"ENSMUSG00000084307","Gm12151","predicted gene 12151 [Source:MGI Symbol;Acc:MGI:3649958]"
"ENSMUSG00000046491","C1qtnf2","C1q and tumor necrosis factor related protein 2 [Source:MGI Symbol;Acc:MGI:1916433]"
"ENSMUSG00000044707","Ccnjl","cyclin J-like [Source:MGI Symbol;Acc:MGI:2685723]"
"ENSMUSG00000085239","Gm12150","predicted gene 12150 [Source:MGI Symbol;Acc:MGI:3650526]"
"ENSMUSG00000045877","4933415A04Rik","RIKEN cDNA 4933415A04 gene [Source:MGI Symbol;Acc:MGI:1922977]"
"ENSMUSG00000020405","Fabp6","fatty acid binding protein 6 [Source:MGI Symbol;Acc:MGI:96565]"
"ENSMUSG00000082614","Gm12149","predicted gene 12149 [Source:MGI Symbol;Acc:MGI:3649952]"
"ENSMUSG00000130506","Gm72909","predicted gene, 72909 [Source:MGI Symbol;Acc:MGI:7828578]"
"ENSMUSG00000141598","Gm74306","predicted gene, 74306 [Source:MGI Symbol;Acc:MGI:7831348]"
"ENSMUSG00000137427","Gm74460","predicted gene, 74460 [Source:MGI Symbol;Acc:MGI:7831654]"
"ENSMUSG00000132098","Gm73218","predicted gene, 73218 [Source:MGI Symbol;Acc:MGI:7829194]"
"ENSMUSG00000132059","4931406E20Rik","RIKEN cDNA 4931406E20 gene [Source:MGI Symbol;Acc:MGI:1918235]"
"ENSMUSG00000132173","Gm73230","predicted gene, 73230 [Source:MGI Symbol;Acc:MGI:7829218]"
"ENSMUSG00000132238","0610039H22Rik","RIKEN cDNA 0610039H22 gene [Source:MGI Symbol;Acc:MGI:1915647]"
"ENSMUSG00000128686","Gm72649","predicted gene, 72649 [Source:MGI Symbol;Acc:MGI:7828060]"
"ENSMUSG00000134069","Gm73536","predicted gene, 73536 [Source:MGI Symbol;Acc:MGI:7829828]"
"ENSMUSG00000134114","Gm73542","predicted gene, 73542 [Source:MGI Symbol;Acc:MGI:7829840]"
"ENSMUSG00000126996","Gm72426","predicted gene, 72426 [Source:MGI Symbol;Acc:MGI:7827616]"
"ENSMUSG00000034031","Ccdc182","coiled-coil domain containing 182 [Source:MGI Symbol;Acc:MGI:1921547]"
"ENSMUSG00000081304","Gm11509","predicted gene 11509 [Source:MGI Symbol;Acc:MGI:3650710]"
"ENSMUSG00000069769","Msi2","musashi RNA-binding protein 2 [Source:MGI Symbol;Acc:MGI:1923876]"
"ENSMUSG00000092985","Mir378b","microRNA 378b [Source:MGI Symbol;Acc:MGI:4950393]"
"ENSMUSG00000085246","Gm15893","predicted gene 15893 [Source:MGI Symbol;Acc:MGI:3801832]"
"ENSMUSG00000084411","Gm11510","predicted gene 11510 [Source:MGI Symbol;Acc:MGI:3650711]"
"ENSMUSG00000087574","C030037D09Rik","RIKEN cDNA C030037D09 gene [Source:MGI Symbol;Acc:MGI:1924865]"
"ENSMUSG00000134500","Gm75211","predicted gene, 75211 [Source:MGI Symbol;Acc:MGI:7833150]"
"ENSMUSG00000134519","Gm75212","predicted gene, 75212 [Source:MGI Symbol;Acc:MGI:7833152]"
"ENSMUSG00000134531","Gm54166","predicted gene, 54166 [Source:MGI Symbol;Acc:MGI:6723355]"
"ENSMUSG00000134536","Gm75213","predicted gene, 75213 [Source:MGI Symbol;Acc:MGI:7833154]"
"ENSMUSG00000079001","4930404H24Rik","RIKEN cDNA 4930404H24 gene [Source:MGI Symbol;Acc:MGI:1925401]"
"ENSMUSG00000134562","Gm75214","predicted gene, 75214 [Source:MGI Symbol;Acc:MGI:7833156]"
"ENSMUSG00000134567","Gm75215","predicted gene, 75215 [Source:MGI Symbol;Acc:MGI:7833158]"
"ENSMUSG00000134571","Gm75216","predicted gene, 75216 [Source:MGI Symbol;Acc:MGI:7833160]"
"ENSMUSG00000134591","4931402G19Rik","RIKEN cDNA 4931402G19 gene [Source:MGI Symbol;Acc:MGI:1918183]"
"ENSMUSG00000085646","Gm11493","predicted gene 11493 [Source:MGI Symbol;Acc:MGI:3651324]"
"ENSMUSG00000134592","Gm75219","predicted gene, 75219 [Source:MGI Symbol;Acc:MGI:7833166]"
"ENSMUSG00000018428","Akap1","A kinase anchor protein 1 [Source:MGI Symbol;Acc:MGI:104729]"
"ENSMUSG00000134603","Gm75220","predicted gene, 75220 [Source:MGI Symbol;Acc:MGI:7833168]"
"ENSMUSG00000134622","Gm75221","predicted gene, 75221 [Source:MGI Symbol;Acc:MGI:7833170]"
"ENSMUSG00000134623","Gm75222","predicted gene, 75222 [Source:MGI Symbol;Acc:MGI:7833172]"
"ENSMUSG00000134645","Gm32020","predicted gene, 32020 [Source:MGI Symbol;Acc:MGI:5591179]"
"ENSMUSG00000134659","Gm75224","predicted gene, 75224 [Source:MGI Symbol;Acc:MGI:7833176]"
"ENSMUSG00000134663","Gm75225","predicted gene, 75225 [Source:MGI Symbol;Acc:MGI:7833178]"
"ENSMUSG00000086822","5330413P13Rik","RIKEN cDNA 5330413P13 gene [Source:MGI Symbol;Acc:MGI:3041161]"
"ENSMUSG00000134678","Gm75226","predicted gene, 75226 [Source:MGI Symbol;Acc:MGI:7833180]"
"ENSMUSG00000134702","Gm75227","predicted gene, 75227 [Source:MGI Symbol;Acc:MGI:7833182]"
"ENSMUSG00000134713","Gm75228","predicted gene, 75228 [Source:MGI Symbol;Acc:MGI:7833184]"
"ENSMUSG00000134717","Gm30986","predicted gene, 30986 [Source:MGI Symbol;Acc:MGI:5590145]"
"ENSMUSG00000134718","Gm54102","predicted gene, 54102 [Source:MGI Symbol;Acc:MGI:6723231]"
"ENSMUSG00000134731","Gm75229","predicted gene, 75229 [Source:MGI Symbol;Acc:MGI:7833186]"
"ENSMUSG00000134739","Gm75230","predicted gene, 75230 [Source:MGI Symbol;Acc:MGI:7833188]"
"ENSMUSG00000134743","Gm75231","predicted gene, 75231 [Source:MGI Symbol;Acc:MGI:7833190]"
"ENSMUSG00000134749","Gm75232","predicted gene, 75232 [Source:MGI Symbol;Acc:MGI:7833192]"
"ENSMUSG00000092399","4930556N13Rik","RIKEN cDNA 4930556N13 gene [Source:MGI Symbol;Acc:MGI:1922535]"
"ENSMUSG00000134750","Gm52513","predicted gene, 52513 [Source:MGI Symbol;Acc:MGI:6366746]"
"ENSMUSG00000131907","Gm73161","predicted gene, 73161 [Source:MGI Symbol;Acc:MGI:7829080]"
"ENSMUSG00000081342","Gm11434","predicted gene 11434 [Source:MGI Symbol;Acc:MGI:3651717]"
"ENSMUSG00000085235","Gm12576","predicted gene 12576 [Source:MGI Symbol;Acc:MGI:3650616]"
"ENSMUSG00000134755","Gm9875","predicted gene 9875 [Source:MGI Symbol;Acc:MGI:3642007]"
"ENSMUSG00002075327","Gm56157","predicted gene, 56157 [Source:MGI Symbol;Acc:MGI:6848772]"
"ENSMUSG00000020679","Hnf1b","HNF1 homeobox B [Source:MGI Symbol;Acc:MGI:98505]"
"ENSMUSG00000121186","Gm39792","predicted gene, 39792 [Source:MGI Symbol;Acc:MGI:5622677]"
"ENSMUSG00000134756","Gm75233","predicted gene, 75233 [Source:MGI Symbol;Acc:MGI:7833194]"
"ENSMUSG00000134775","Gm75234","predicted gene, 75234 [Source:MGI Symbol;Acc:MGI:7833196]"
"ENSMUSG00000134776","Gm39952","predicted gene, 39952 [Source:MGI Symbol;Acc:MGI:5622837]"
"ENSMUSG00000134779","2700079J08Rik","RIKEN cDNA 2700079J08 gene [Source:MGI Symbol;Acc:MGI:1924264]"
"ENSMUSG00000134793","Gm75235","predicted gene, 75235 [Source:MGI Symbol;Acc:MGI:7833198]"
"ENSMUSG00000134805","Gm75236","predicted gene, 75236 [Source:MGI Symbol;Acc:MGI:7833200]"
"ENSMUSG00000079604","Gm13219","predicted gene 13219 [Source:MGI Symbol;Acc:MGI:3651678]"
"ENSMUSG00000134833","Gm52528","predicted gene, 52528 [Source:MGI Symbol;Acc:MGI:6366776]"
"ENSMUSG00000134835","Gm39837","predicted gene, 39837 [Source:MGI Symbol;Acc:MGI:5622722]"
"ENSMUSG00000134850","Gm75237","predicted gene, 75237 [Source:MGI Symbol;Acc:MGI:7833202]"
"ENSMUSG00000134857","Gm35181","predicted gene, 35181 [Source:MGI Symbol;Acc:MGI:5594340]"
"ENSMUSG00000134868","Gm75238","predicted gene, 75238 [Source:MGI Symbol;Acc:MGI:7833204]"
"ENSMUSG00000134872","Gm75239","predicted gene, 75239 [Source:MGI Symbol;Acc:MGI:7833206]"
"ENSMUSG00000134874","Gm75240","predicted gene, 75240 [Source:MGI Symbol;Acc:MGI:7833208]"
"ENSMUSG00000134889","Gm75241","predicted gene, 75241 [Source:MGI Symbol;Acc:MGI:7833210]"
"ENSMUSG00000134890","Gm75242","predicted gene, 75242 [Source:MGI Symbol;Acc:MGI:7833212]"
