gene	logFC
PSMG1	2.29130709451032
RPA2	2.29083899770585
ZNF2	2.28969623269145
KBTBD7	2.28814055192306
CHST2	2.28620784334429
SNRPG	2.28579602368948
ZNF230	2.28554560026549
SLC7A11-AS1	2.28361442207902
TAF5	2.28333793648087
TUBA1B	2.28214188527691
POP4	2.28145698864556
JPH1	2.28080828312871
LOC107984617	2.27984046853316
MAFG-DT	2.27968778994713
GON7	2.27949867961974
UBL4A	2.27929130936327
H2AC17	2.27762601770295
FABP5	2.27617694169167
ABCB10	2.27569392080971
TXNDC17	2.27557204073036
C1orf109	2.27505802223242
TACO1	2.27440875327618
MIR3143	2.27398743792812
PUS7	2.26901415639546
SNORD91B	2.2687654047339
TMPO-AS1	2.26875842619884
STIP1	2.26874707023688
LINC01664	2.26803406240481
NUTM1	2.26704618215462
CDON	2.26646254998965
TMEM99	2.26643886163623
IQGAP3	2.26573039554357
SERPINB8	2.2646895777666
ERN2	2.26107340223976
ENHO	2.25968209234534
TCF15	2.25921719565939
TSR1	2.25855470374718
SMIM15	2.25831066454074
GZMA	2.25770674747678
ODC1	2.25707376545205
RAN	2.25373393889997
GNGT2	2.25362624057105
LOC389831	2.25324651727281
CTSC	2.25024654904938
NUP37	2.24832782606165
POLR1B	2.24600566451023
MGAT3-AS1	2.24580370803391
LOC105373019	2.24575894284744
SLCO4A1	2.24463321960182
ZNF780A	2.24435953711294
SRPRB	2.24276646673946
LOC107986622	2.2426923131419
SIGLEC5	2.2395154995663
ITGA2B	2.23855033969894
AIMP2	2.23764637892257
TYRO3	2.23723308987677
EEF1E1	2.23716126106668
MCM6	2.23715467800302
MIR223	2.23711458579263
MAGOHB	2.23447417559656
PAGR1	2.23257559928562
TIMM8B	2.23202266316536
CD101	2.23088243663825
JPT1	2.23046437913884
C3orf80	2.23027553598674
TMPO	2.22891792344781
LOC105378728	2.22537181625113
MRPS34	2.22388627242959
DNA2	2.22265952819749
PNPLA1	2.22116221066224
C1GALT1C1L	2.2199377080365
PSMC3IP	2.21875929270943
GOT1	2.21817455532958
ACRV1	2.21807145777987
RAB7B	2.21772037719602
BAG2	2.21767166296
UTP25	2.2164310985626
NDUFAB1	2.21594818342247
LOC105377327	2.21531540185994
GATM	2.21514388801691
ANXA2P2	2.21419014480771
C11orf98	2.21328754774881
LPAR1	2.21283040013493
GSKIP	2.21148722367261
PIGR	2.21068338810628
ZWILCH	2.21016375456705
PSMD14	2.20801404033305
SLC38A5	2.20771515685434
H4C11	2.2075418266683
TONSL	2.20747545164443
DUSP5P1	2.20737734519443
PALB2	2.20659462976162
PPP1R3D	2.20610622221593
PAQR4	2.20512831321853
CCDC58	2.20402870055983
VPS18	2.20318026678313
TSEN15	2.20242313508617
CLECL1	2.20176393006741
GTF3C6	2.20075111806325
VGF	2.20061477021556
OBI1-AS1	2.19921691334516
CCDC167	2.19782290469571
H4C12	2.19751617817881
RANBP1	2.19696097521027
BRCA2	2.19454258402013
SLC26A6	2.19395723337074
HACD3	2.1897465485342
ZNF473	2.18937182386598
HSPA4	2.18880182306262
NOP16	2.18848780405407
MRFAP1L1	2.18846092228055
DPP4	2.18811536222478
ZNF833P	2.18745846359908
DYNLL1	2.18741778722824
MRPS7	2.18727978414161
AACS	2.18721329225982
CSTF1	2.18714342510769
BVES	2.18656452210438
GPAM	2.18654080772226
SNORD69	2.18647664612792
ZW10	2.18625710775252
COPB2	2.18587761362698
SLC25A1	2.18566780667695
MRPL51	2.18490691231376
PPAT	2.18415498031871
